can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,575458,0,0,0,0,-29.0,-5,"[{'offset': 0, 'projected_percent': '-29.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-35.7', 'likelihood': -2}]",,False,0,2,1.0,1.0,1,Jair,1.0,474,False,,,45,575458.jpg,1.0,False,Paula da Cunha Filho,0.2,False,,a,18,17,2,514,255,2000,441,0.2,0.4,Jair Cunha,Jair Cunha,30.0,2025-07-11,2005-03-07,False,p575458,180,0,0,0,3,0,0,0,1,0,0,0,11,20.8,1.3,0.0,2.2,13,3,3,16,2,0.00,0.00,0.00,2.22,,,,,,,[],,80,37,207,67,358,154,164,64,0.0,0.0,0.0,0.0,1.11,1.5,522,143,221,81,250,94,332,124,1.0,0.0,8.0
True,True,0.0,0.0,500151,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Nicolò,0.0,475,False,Knee injury - Unknown return date,2026-07-23T12:01:23.816304Z,45,500151.jpg,0.0,False,Savona,0.0,False,,i,18,17,0,123,10,63,15,0.0,0.0,Savona,,106.0,2025-08-30,2003-03-19,False,p500151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.nottinghamforest.co.uk/news/2026/august/20/early-team-news-for-forest-s-clash-with-leeds/?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_content=home&utm_term=live-bar,389,163,396,164,334,146,405,163,0.0,0.0,0.0,0.0,0.0,0.0,497,134,449,169,449,169,614,205,0.0,0.0,0.0
True,True,,,204822,0,0,0,0,-29.6,0,"[{'offset': 0, 'projected_percent': '-29.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-29.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-29.6', 'likelihood': -2}]",,False,0,2,0.0,0.0,0,Omar,0.0,476,False,,,40,204822.jpg,0.0,False,Richards,0.2,False,,a,18,17,0,739,244,2611,603,0.0,0.0,O.Richards,,241.0,2022-07-10,1998-02-15,False,p204822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,298,109,297,110,217,77,315,110,0.0,0.0,0.0,0.0,0.0,0.0,575,166,366,123,366,123,323,121,0.0,0.0,0.0
True,True,,,549067,0,0,0,0,-19.3,9,"[{'offset': 0, 'projected_percent': '-18.5', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-8.7', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Zach,0.0,477,False,,,40,549067.jpg,0.0,False,Abbott,0.2,False,,a,18,17,0,1445,449,2934,711,0.0,0.0,Abbott,,241.0,2022-08-22,2006-05-13,False,p549067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,323,125,323,127,245,96,340,126,0.0,0.0,0.0,0.0,0.0,0.0,609,191,391,139,391,139,317,118,0.0,0.0,0.0
True,True,,,470315,0,0,0,0,-32.8,0,"[{'offset': 0, 'projected_percent': '-32.8', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-32.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-32.8', 'likelihood': -2}]",,False,0,2,1.0,1.0,1,Luca,1.0,478,False,,,45,470315.jpg,1.0,False,Netz,0.0,False,,a,18,17,2,165,53,404,116,0.2,0.4,Netz,,80.0,2026-02-02,2003-05-15,False,p470315,20,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.9,0.0,0.1,0,1,1,1,0,0.00,0.00,0.00,0.13,,,,,,,[],,379,159,224,75,319,141,288,101,0.0,0.0,0.0,0.0,0.58,4.5,480,127,218,78,244,89,522,183,0.0,0.0,4.5
True,True,,,538638,0,0,0,0,-25.1,-7,"[{'offset': 0, 'projected_percent': '-26.0', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-31.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-37.7', 'likelihood': -2}]",,False,0,2,0.0,0.0,0,Tyler,0.0,479,False,,,40,538638.jpg,0.0,False,Bindon,0.2,False,,a,18,17,0,530,165,1860,443,0.0,0.0,Bindon,,154.0,2025-02-03,2005-01-27,False,p538638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,319,121,319,123,240,91,336,122,0.0,0.0,0.0,0.0,0.0,0.0,604,186,387,135,387,135,356,133,0.0,0.0,0.0
True,True,100.0,100.0,222531,-1,1,-1,1,9.3,701,"[{'offset': 0, 'projected_percent': '10.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '20.4', 'likelihood': 2}, {'offset': 2, 'projected_percent': '30.1', 'likelihood': 2}]",,False,1,3,7.5,7.5,13,Morgan,7.5,480,False,,2026-08-24T15:30:08.350159Z,79,222531.jpg,7.5,False,Gibbs-White,8.7,False,,a,18,17,15,57640,48860,316903,33810,0.9,1.9,Gibbs-White,,241.0,2022-08-19,2000-01-27,False,p222531,180,1,1,0,3,0,0,0,0,0,0,3,46,0.0,9.3,16.0,2.4,2,4,2,8,2,0.92,0.10,1.02,2.22,,,1.0,,1.0,,[],,626,276,126,73,67,37,160,73,0.46,0.0,0.05,0.51,1.11,1.5,12,7,19,11,24,13,48,18,1.0,0.0,4.0
True,True,100.0,100.0,209046,-1,1,-1,1,-10.2,-32,"[{'offset': 0, 'projected_percent': '-12.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-24.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-37.4', 'likelihood': -2}]",,False,0,3,0.5,0.5,1,Callum,0.5,482,False,,2026-07-23T12:01:23.832709Z,59,209046.jpg,1.0,False,Hudson-Odoi,0.2,False,,a,18,17,1,1252,526,6867,1383,0.1,0.2,Hudson-Odoi,,241.0,2023-09-01,2000-11-07,False,p209046,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,4.0,,,,[],,585,252,593,257,584,249,595,257,0.0,0.0,0.0,0.0,0.0,0.0,106,67,334,158,318,154,330,118,0.0,0.0,0.0
True,True,,,456512,0,0,0,0,2.0,187,"[{'offset': 0, 'projected_percent': '2.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '5.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.6', 'likelihood': 1}]",,False,0,3,6.0,6.0,9,Dan,6.0,483,False,,,55,456512.jpg,6.0,False,Ndoye,0.5,False,,a,18,17,12,12127,10636,7622,2360,1.1,2.2,Ndoye,,207.0,2025-07-31,2000-10-25,False,p456512,126,1,0,1,1,0,0,0,0,0,0,2,35,1.4,2.5,0.0,0.4,2,9,1,12,2,0.35,0.63,0.98,1.67,,,,,,,[],,259,119,169,99,561,236,269,125,0.25,0.0,0.45,0.7,1.19,0.71,173,108,35,19,42,23,250,84,1.43,0.71,8.57
True,True,,,503301,0,0,0,0,-92.4,-27,"[{'offset': 0, 'projected_percent': '-96.7', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-122.6', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-148.6', 'likelihood': -5}]",,False,0,3,0.0,0.0,0,Omari,0.0,484,False,,,55,503301.jpg,0.0,False,Hutchinson,0.2,False,,a,18,17,0,318,104,3124,878,0.0,0.0,Hutchinson,,241.0,2025-08-16,2003-10-30,False,p503301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,573,245,586,253,573,243,586,251,0.0,0.0,0.0,0.0,0.0,0.0,194,121,595,258,595,258,375,144,0.0,0.0,0.0
True,False,0.0,0.0,476887,0,0,0,0,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Dilane,0.0,485,False,Has joined Lille on loan for the rest of the season,2026-08-27T14:53:03.381941Z,55,476887.jpg,0.0,False,Bakwa,0.0,False,,u,18,17,0,107,0,622,217,0.0,0.0,Bakwa,,73.0,2025-09-01,2002-08-26,False,p476887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,569,242,582,250,567,239,583,248,0.0,0.0,0.0,0.0,0.0,0.0,182,113,592,255,592,255,588,250,0.0,0.0,0.0
True,True,,,432714,0,0,0,0,0.5,20,"[{'offset': 0, 'projected_percent': '0.6', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,3,2.5,2.5,2,James,2.5,486,False,,,55,432714.jpg,2.5,False,McAtee,0.1,False,,a,18,17,5,1831,1157,826,351,0.5,0.9,McAtee,,241.0,2025-08-16,2002-10-18,False,p432714,163,0,0,1,2,0,0,0,0,0,0,0,34,11.6,42.5,0.0,5.4,4,10,2,16,2,0.00,0.32,0.32,2.09,1.0,,,,,,[],,146,49,12,10,553,231,67,35,0.0,0.0,0.18,0.18,1.15,1.1,161,100,130,60,139,62,471,192,1.1,0.55,8.83
True,True,,,250199,0,0,0,0,-60.5,-4,"[{'offset': 0, 'projected_percent': '-61.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-68.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-75.0', 'likelihood': -3}]",,False,0,3,0.5,0.5,1,Nicolás,0.5,487,False,,,50,250199.jpg,1.0,False,Domínguez,0.1,False,,a,18,17,1,326,112,1360,298,0.1,0.2,Dominguez,,10.0,2023-09-01,1998-06-28,False,p250199,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,481,190,490,199,441,164,497,197,0.0,0.0,0.0,0.0,0.0,0.0,296,179,293,131,266,116,457,184,0.0,0.0,0.0
True,True,0.0,0.0,210462,0,0,0,0,-56.3,-308,"[{'offset': 0, 'projected_percent': '-59.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-79.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-99.7', 'likelihood': -4}]",,False,0,3,0.0,0.0,0,Ibrahim,1.0,488,False,Calf injury - Unknown return date,2026-08-28T09:30:07.471668Z,50,210462.jpg,2.0,False,Sangaré,0.8,False,,i,18,17,2,2937,87,26821,8844,0.2,0.4,I.Sangaré,,54.0,2023-09-01,1997-12-02,False,p210462,90,0,0,0,1,0,0,0,0,0,0,0,10,17.8,13.0,3.0,3.4,3,3,0,6,1,0.03,0.01,0.04,0.47,,,,,,,[],https://www.nottinghamforest.co.uk/news/2026/august/28/glasner-provides-injury-update-ahead-of-liverpool-clash/,97,34,99,61,149,76,119,59,0.03,0.0,0.01,0.04,0.47,1.0,266,164,227,104,160,75,217,71,1.0,0.0,6.0
True,True,100.0,100.0,204968,0,0,0,0,-0.1,0,"[{'offset': 0, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.1', 'likelihood': -1}]",2026-09-05T09:30:07.492167Z,False,0,3,0.0,0.0,0,Ryan,0.0,489,False,,2026-08-17T20:30:08.195072Z,45,204968.jpg,0.0,False,Yates,1.5,False,,a,18,17,0,7961,6218,42570,5487,0.0,0.0,Yates,,241.0,2018-08-01,1997-11-21,False,p204968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,358,138,362,148,291,104,375,145,0.0,0.0,0.0,0.0,0.0,0.0,442,248,423,173,423,173,156,47,0.0,0.0,0.0
True,True,,,60689,-1,1,-1,1,-10.4,-351,"[{'offset': 0, 'projected_percent': '-13.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-34.4', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-54.9', 'likelihood': -3}]",,False,0,4,0.5,0.5,0,Chris,0.5,490,False,,,59,60689.jpg,1.0,False,Wood,1.4,False,,a,18,17,1,6583,2014,42881,13530,0.1,0.2,Wood,,154.0,2023-07-01,1991-12-07,False,p60689,28,0,0,0,1,0,0,0,0,0,0,0,3,0.0,2.4,3.0,0.4,0,1,0,1,0,0.12,0.01,0.13,0.22,,,,,2.0,,[],,584,58,174,21,153,25,271,28,0.39,0.0,0.03,0.42,0.71,3.21,104,28,332,39,316,36,161,26,0.0,0.0,3.21
True,True,,,482973,0,0,0,0,-85.7,-599,"[{'offset': 0, 'projected_percent': '-89.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-114.5', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-139.3', 'likelihood': -5}]",,False,0,4,1.5,1.5,1,Igor Jesus,1.5,491,False,,,60,482973.jpg,1.5,False,Maciel da Cruz,3.5,False,,a,18,17,3,15854,5617,81286,22736,0.2,0.5,Igor Jesus,Igor Jesus,30.0,2025-07-05,2001-02-25,False,p482973,180,0,0,0,3,0,0,0,1,0,0,0,12,5.2,6.8,31.0,4.3,5,2,1,8,2,0.96,0.06,1.02,2.22,,,,,4.0,,[],,211,14,133,16,26,8,96,13,0.48,0.0,0.03,0.51,1.11,1.5,90,23,200,24,216,28,97,15,1.0,0.0,4.0
True,True,,,465680,0,0,0,0,-68.2,-4,"[{'offset': 0, 'projected_percent': '-70.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-81.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-93.1', 'likelihood': -3}]",,False,0,4,0.5,0.5,0,Arnaud,0.5,493,False,,,55,465680.jpg,1.0,False,Kalimuendo,0.0,False,,a,18,17,1,457,118,1138,381,0.1,0.2,Kalimuendo,,73.0,2025-08-18,2002-01-20,False,p465680,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,566,53,579,59,564,60,580,61,0.0,0.0,0.0,0.0,0.0,0.0,177,41,326,38,307,34,491,65,0.0,0.0,0.0
True,True,,,204561,0,0,0,0,-38.5,4,"[{'offset': 0, 'projected_percent': '-37.6', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-31.9', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-26.1', 'likelihood': -2}]",,False,0,3,2.5,2.5,4,Xaver,2.5,558,False,,,50,204561.jpg,2.5,False,Schlager,0.1,False,,a,18,17,5,516,358,1429,285,0.5,1.0,Schlager,Xaver Schlager,14.0,2026-07-23,1997-09-28,False,p204561,106,0,0,0,3,0,0,0,0,0,0,0,18,0.6,1.0,2.0,0.4,3,8,5,16,1,0.05,0.00,0.05,1.88,3.0,,,,,,[],,270,127,222,124,166,81,264,120,0.04,0.0,0.0,0.04,1.6,2.55,260,159,125,56,134,58,418,165,0.85,0.0,13.58
True,True,,,568420,0,0,0,0,-57.3,-130,"[{'offset': 0, 'projected_percent': '-61.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-88.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-116.0', 'likelihood': -5}]",,False,0,2,0.0,0.0,0,Ousmane,0.0,581,False,,,55,568420.jpg,0.0,False,Diomande,0.7,False,,a,18,17,0,4620,1136,16968,4867,0.0,0.0,Diomande,,54.0,2026-08-11,2003-12-04,False,p568420,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,578,205,589,205,578,202,590,205,0.0,0.0,0.0,0.0,0.0,0.0,207,29,597,203,597,203,230,86,0.0,0.0,0.0
True,True,,,428971,0,0,0,0,0.0,1,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Steven,0.0,590,False,,,45,428971.jpg,0.0,False,Benda,0.1,False,,a,18,17,0,907,282,774,230,0.0,0.0,Benda,,80.0,2026-08-15,1998-10-01,False,p428971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,373,55,377,38,311,38,390,55,0.0,0.0,0.0,0.0,0.0,0.0,468,37,435,56,435,56,467,52,0.0,0.0,0.0
True,True,,,469142,0,0,0,0,-51.3,-1650,"[{'offset': 0, 'projected_percent': '-55.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-82.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-108.6', 'likelihood': -5}]",,False,0,2,1.0,1.0,1,Jan Paul,1.0,112,False,,,50,469142.jpg,1.0,False,van Hecke,8.9,False,,a,19,6,2,42755,6151,155372,56604,0.2,0.4,Van Hecke,,152.0,2026-06-18,2000-06-08,False,p469142,180,0,0,0,5,0,0,0,0,0,0,0,12,28.2,2.8,2.0,3.3,13,7,4,17,2,0.11,0.06,0.17,4.59,,,,,,,[],,58,22,166,49,170,60,122,45,0.06,0.0,0.03,0.09,2.3,2.5,321,61,234,82,270,102,45,17,1.0,0.0,8.5
True,True,,,438234,0,0,0,0,20.9,478,"[{'offset': 0, 'projected_percent': '22.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '28.6', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.1', 'likelihood': 2}]",,False,0,4,1.0,1.0,2,Omar,1.0,401,False,,,70,438234.jpg,2.0,False,Marmoush,1.7,False,,a,19,6,2,75487,35679,29933,10572,0.1,0.3,Marmoush,Omar Marmoush,63.0,2026-08-27,1999-02-07,False,p438234,90,0,0,0,2,0,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0,3,1,4,1,0.17,0.07,0.24,0.72,,,,,2.0,,[],,619,69,621,70,621,70,621,70,0.17,0.0,0.07,0.24,0.72,2.0,27,9,259,31,188,23,147,24,1.0,0.0,4.0
True,True,75.0,,510281,0,0,0,0,22.0,-318,"[{'offset': 0, 'projected_percent': '21.3', 'likelihood': 2}, {'offset': 1, 'projected_percent': '16.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '12.6', 'likelihood': 1}]",,False,0,3,0.0,0.0,0,Sávio,0.0,403,False,Muscular injury - 75% chance of playing,2026-08-29T16:30:08.380416Z,65,510281.jpg,0.0,False,Moreira de Oliveira,0.9,False,,d,19,6,0,65523,9776,17997,11133,0.0,0.0,Sávio,Sávio,30.0,2026-08-25,2004-04-10,False,p510281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,616,272,618,273,616,271,618,273,0.0,0.0,0.0,0.0,0.0,0.0,45,30,616,272,616,272,202,66,0.0,0.0,0.0
True,True,,,432422,0,0,0,0,-84.0,-960,"[{'offset': 0, 'projected_percent': '-90.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-130.2', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-170.0', 'likelihood': -5}]",,False,0,3,2.0,2.0,2,Sandro,2.0,455,False,,,55,432422.jpg,2.0,False,Tonali,3.5,False,,a,19,6,4,17106,2987,79596,27380,0.4,0.7,Tonali,,106.0,2026-07-06,2000-05-08,False,p432422,164,0,0,0,5,0,0,0,0,0,0,0,30,6.2,6.4,8.0,2.1,1,6,1,8,2,0.09,0.08,0.17,4.59,,,5.0,,,,[],,198,79,135,79,96,47,172,78,0.05,0.0,0.04,0.09,2.52,2.74,160,99,158,76,173,84,96,31,1.1,0.0,4.39
True,False,0.0,0.0,184254,0,0,0,0,0.0,-64,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,1,0.0,0.0,0,Guglielmo,0.0,494,False,Has joined Juventus on loan for the rest of the season,2026-08-19T13:55:33.193962Z,45,184254.jpg,0.0,False,Vicario,0.2,False,,u,19,6,0,0,0,13669,2232,0.0,0.0,Vicario,,106.0,2023-07-01,1996-10-07,False,p184254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,354,51,358,33,285,33,371,51,0.0,0.0,0.0,0.0,0.0,0.0,433,32,420,52,420,52,328,37,0.0,0.0,0.0
True,True,,,214572,0,0,0,0,0.2,30,"[{'offset': 0, 'projected_percent': '0.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,1,0.0,0.0,0,Brandon,0.0,495,False,,,40,214572.jpg,0.0,False,Austin,0.9,False,,a,19,6,0,5280,2068,5024,1322,0.0,0.0,Austin,,241.0,2017-07-22,1999-01-08,False,p214572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,299,33,298,13,218,13,316,33,0.0,0.0,0.0,0.0,0.0,0.0,576,61,367,34,367,34,203,29,0.0,0.0,0.0
True,True,,,485055,0,0,0,0,-13.6,-1189,"[{'offset': 0, 'projected_percent': '-14.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-22.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.5', 'likelihood': -2}]",,False,0,1,1.5,1.5,1,Antonín,1.5,496,False,,,45,485055.jpg,1.5,False,Kinský,21.7,False,,a,19,6,3,52698,12073,150298,68147,0.3,0.7,Kinsky,,57.0,2025-01-05,2003-03-13,False,p485055,180,0,0,0,5,0,0,0,0,0,5,0,19,43.6,0.0,0.0,4.4,4,18,0,0,2,0.00,0.00,0.00,4.59,,,,,,,[],,17,1,386,43,323,43,90,1,0.0,2.5,0.0,0.0,2.3,2.5,485,42,176,13,194,15,13,2,1.0,0.0,0.0
True,True,,,67089,0,0,0,0,-6.9,-192,"[{'offset': 0, 'projected_percent': '-7.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-8.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-10.2', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Martin,0.0,497,False,,,40,67089.jpg,0.0,False,Dubravka,18.3,False,,a,19,6,0,59117,24031,92355,28538,0.0,0.0,Dubravka,,194.0,2026-07-01,1989-01-15,False,p67089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,284,25,281,5,199,5,300,25,0.0,0.0,0.0,0.0,0.0,0.0,554,53,353,26,353,26,19,4,0.0,0.0,0.0
True,True,,,221466,0,0,0,0,-63.7,-2053,"[{'offset': 0, 'projected_percent': '-70.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-112.9', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-155.2', 'likelihood': -5}]",,False,0,2,1.5,1.5,0,Marcos,1.5,498,False,,,60,221466.jpg,3.0,False,Senesi Barón,6.9,False,,a,19,6,3,18222,2280,116976,52741,0.2,0.5,Senesi,,10.0,2026-07-01,1997-05-10,False,p221466,90,0,0,0,3,0,0,0,0,0,0,0,10,36.6,2.2,0.0,3.9,11,2,5,16,1,0.00,0.02,0.02,3.87,,,,,,,[],,37,12,183,55,594,205,105,36,0.0,0.0,0.02,0.02,3.87,3.0,71,7,197,66,121,42,58,24,1.0,0.0,16.0
True,True,100.0,100.0,441164,0,0,0,0,-0.4,0,"[{'offset': 0, 'projected_percent': '-0.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.4', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.4', 'likelihood': -1}]",2026-08-31T17:30:09.162542Z,False,0,2,0.5,0.5,1,Pedro,0.5,499,False,,2026-08-21T15:22:48.149081Z,55,441164.jpg,1.0,False,Porro Sauceda,13.1,False,,a,19,6,1,38301,17727,370010,52492,0.1,0.2,Pedro Porro,,200.0,2023-07-01,1999-09-13,False,p441164,90,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,2,1,4,1,0.33,0.10,0.43,0.72,3.0,,1.0,,,,[],,563,204,576,204,557,197,577,204,0.33,0.0,0.1,0.43,0.72,2.0,167,22,323,114,305,107,30,10,1.0,0.0,4.0
True,False,0.0,0.0,221632,0,0,0,0,0.0,-66,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,2,0.0,0.0,0,Cristian,0.0,500,False,Has joined Atletico Madrid permanently,2026-08-17T13:49:05.465401Z,50,221632.jpg,0.0,False,Romero,0.1,False,,u,19,6,0,0,0,12372,1593,0.0,0.0,Romero,,10.0,2022-08-30,1998-04-27,False,p221632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,468,185,477,185,425,171,484,185,0.0,0.0,0.0,0.0,0.0,0.0,278,47,515,186,515,186,392,140,0.0,0.0,0.0
